0	55733	55761	55838	55866	55894	55924	55966	56134	56197	56305	56342	56451	56458	56508	56535	56540	56581	56588	56603	56699	56738	56802	56812	56910	57008	57061	57104	57171	57227	57334	57422	57562	57642	57693	57796	57891	57904	58029	58160	58274	58307	58337	58365	69152	69154	69156	69158	69160	69162	69165	69167	69169	69171	69173	69175	69177	69180	69182	69184	69186	69188	69190	69192	69194	69196	69199	69201	69203	69205	69207	69209	69211	69213	69215	69217	69219	69221	69223	69225	69227	69229	69232	69234	69236	69238	69241	69243	69246	69248	69250	69252	69254	69256	69258	69260	69262	69264	69266	69268	69270	69272	69274	69276	69278	69280	69283	69285	69287	69289	69291	69293	69295	69297	69299	69301	69303	69305	69307	69309	69311	69313	69315	69317	69319	69321	69323	69325	69327	69629	72788	73575	73577
55733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	7.71875	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55761	0	0	0	4.75	0	0	0	0	0	0	0	0	0	14.8438	0	0	0	0	0	0	442.938	0	0	0	0	0	0	162.094	0	0	0	1.1875	51.6562	2.375	0	0	0	0	0	0	2.375	0	191.188	0	0	10.6875	226.812	0	0	0	0	0	0	0	143.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6875	61.1562	0	0	0	0	0	0	0	0	5.9375	0	156.75	0	25.5312	0	0	69.4688	1.78125	0	14.8438	0	0	32.6562	0	0	0	0	1.78125	57.5938	0	0	7.71875	84.3125	0	0	0	0	0	1.1875	0	1.1875	353.281	52.8438	66.5	0	0	0	0	0	0	0	0	1.1875	0	68.2812	0	0	0	0	0
55838	1.78125	0	0	0	0	0	1.78125	0	0	0	0	0	0	769.5	0	0	0	14.8438	1.78125	0	0	1.1875	0	0	0	0	0	0	1700.59	246.75	0	0	0	0	0	1.1875	0	0	0	0	0	1.78125	0	0	0	0	1.78125	0	0	0	0	0	0	5.34375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9375	0	1.78125	0	0	0	0	0	0	0	0	0	0	0	0	22.5625	0	0	0	0	0	0	0	0	0	0	0	1.1875	0	0	0	0	0	0	0
55866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6562	0	0	0	0	0	0	2.96875	0	0	0	1.1875	0	0	0	0	0	0	2.375	0	0	0	0	0	4.15625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96875	0	5.34375	0	14.25	0	0	60.5625	1.1875	0	21.9688	0	0	0	0	0	0	0	0	0	0	0	0	202.469	0	0	0	0	0	0	0	0	0	0	26.7188	0	0	0	0	0	0	0	0	0	0	6.53125	1.1875	0	0	0	0
55894	13.6562	0	74.2188	0	0	0	856.25	0	0	0	0	0	0	0	0	0	0	0	0	106.281	0	0	2.375	0	0	0	0	0	1.1875	2.96875	0	0	0	0	0	0	0	0	0	0	0	2.375	0	0	0	0	0	0	0	0	0	0	0	1.1875	0	32.0625	440.562	0	0	0	0	0	0	0	0	0	0	0	1.1875	0	3.5625	0	0	0	1.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8125	0	0	0	0	0	0	0	0	0	26.125	2.96875	0	0	13.0625	0	0	0	0	0
55924	0	0	0	0	0	0	0	0	0	1.78125	0	0	0	5.9375	0	0	11.875	30.875	2.375	0	0	0	0	17.2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350.312	83.125	0	5.34375	6.53125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71875	0	0	0	0	0	5.34375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55966	0	0	0	0	1.1875	0	0	0	0	0	0	0	0	6.53125	0	0	2.375	5.34375	28.5	209	0	40.9688	0	0	0	0	0	0	1.1875	2.375	1.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.4062	0	0	37.4062	10.0938	3.5625	0	1.1875	4.75	0	0	0	0	0	0	0	0	0	0	0	1.1875	0	0	0	0	0	27.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495.188	0	1.1875	0	0	0	2.96875	0	0	0	0	0	0	0	0	616.906	0	0	0	0	0	0	0	0	0	12.4688	1.1875	4.75	0	7.125	0	0	0	0	0
56134	312.5	0	0	0	0	0	0	0	0	0	0	1.1875	0	5.34375	34.4375	0	0	0	0	0	0	72.4375	0	0	0	57.5938	0	0	184.344	531.25	0	0	0	0	0	0	0	0	0	0	10.6875	30.875	0	0	0	0	0	0	0	0	0	0	194.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1875	3.5625	8.90625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96875	0	0	0	5.9375	0	0	0	0	0	0	0	0	4.15625	0	0	0	11.2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56197	0	0	0	0	0	0	0	1.1875	0	0	0	1.78125	0	0	0	1.1875	0	0	0	0	0	0	0	0	0	0	0	0	11.2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1875	0	0	0	0	0	0	0	269.562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5938	0	0	0	0	0	0	0	0	86.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
