0	55733	55761	55838	55866	55894	55924	55966	56134	56197	56305	56342	56451	56458	56508	56535	56540	56581	56588	56603	56699	56738	56802	56812	56910	57008	57061	57104	57171	57227	57334	57422	57562	57642	57693	57796	57891	57904	58029	58160	58274	58307	58337	58365	69152	69154	69156	69158	69160	69162	69165	69167	69169	69171	69173	69175	69177	69180	69182	69184	69186	69188	69190	69192	69194	69196	69199	69201	69203	69205	69207	69209	69211	69213	69215	69217	69219	69221	69223	69225	69227	69229	69232	69234	69236	69238	69241	69243	69246	69248	69250	69252	69254	69256	69258	69260	69262	69264	69266	69268	69270	69272	69274	69276	69278	69280	69283	69285	69287	69289	69291	69293	69295	69297	69299	69301	69303	69305	69307	69309	69311	69313	69315	69317	69319	69321	69323	69325	69327	69629	72788	73575	73577	
55733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	0	0	0	16.5799	0	0	969.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.6673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55761	0	0	0	10.203	0	0	0	0	0	0	0	0	0	31.8845	0	0	0	0	0	0	951.431	0	0	0	0	0	0	348.178	0	0	0	2.55075	110.958	5.1015	0	0	0	0	0	0	5.1015	0	410.672	0	0	22.9568	487.192	0	0	0	0	0	0	0	308.642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.9568	131.364	0	0	0	0	0	0	0	0	12.7537	0	336.699	0	54.841	0	0	149.219	3.82613	0	31.8845	0	0	70.1455	0	0	0	0	3.82613	123.711	0	0	16.5799	181.103	0	0	0	0	0	2.55075	0	2.55075	758.848	113.508	142.842	0	0	0	0	0	0	0	0	2.55075	0	146.668	0	0	0	0	0	
55838	3.82613	0	0	0	0	0	3.82613	0	0	0	0	0	0	1652.89	0	0	0	31.8845	3.82613	0	0	2.55075	0	0	0	0	0	0	3678.47	542.819	0	0	0	0	0	2.55075	0	0	0	0	0	3.82613	0	0	0	0	3.82613	0	0	0	0	0	0	11.4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7537	0	3.82613	0	0	0	0	0	0	0	0	0	0	0	0	48.4643	0	0	0	0	0	0	0	0	0	0	0	2.55075	0	0	0	0	0	0	0	
55866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3335	0	0	0	0	0	0	6.37687	0	0	0	2.55075	0	0	0	0	0	0	5.1015	0	0	0	0	0	8.92763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37687	0	11.4784	0	30.609	0	0	130.088	2.55075	0	47.189	0	0	0	0	0	0	0	0	0	0	0	0	434.903	0	0	0	0	0	0	0	0	0	0	57.392	0	0	0	0	0	0	0	0	0	0	14.0291	2.55075	0	0	0	0	
55894	29.3335	0	159.422	0	0	0	1730.23	0	0	0	0	0	0	0	0	0	0	0	0	228.292	0	0	5.1015	0	0	0	0	0	2.55075	6.37687	0	0	0	0	0	0	0	0	0	0	0	5.1015	0	0	0	0	0	0	0	0	0	0	0	2.55075	0	68.8703	946.327	0	0	0	0	0	0	0	0	0	0	0	2.55075	0	7.65225	0	0	0	2.55075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2612	0	0	0	0	0	0	0	0	0	56.1165	6.37687	0	0	28.0583	0	0	0	0	0	
55924	0	0	0	0	0	0	0	0	0	3.82613	0	0	0	12.7537	0	0	25.5075	66.3195	5.1015	0	0	0	0	36.986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752.47	178.553	0	11.4784	14.0291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5799	0	0	0	0	0	11.4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55966	0	0	0	0	2.55075	0	0	0	0	0	0	0	0	14.0291	0	0	5.1015	11.4784	61.218	448.932	0	88.001	0	0	0	0	0	0	2.55075	5.1015	2.55075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.3485	0	0	80.3485	21.6815	7.65225	0	2.55075	10.203	0	0	0	0	0	0	0	0	0	0	0	2.55075	0	0	0	0	0	58.6673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1063.66	0	2.55075	0	0	0	6.37687	0	0	0	0	0	0	0	0	1325.11	0	0	0	0	0	0	0	0	0	26.783	2.55075	10.203	0	15.3045	0	0	0	0	0	
56134	631.25	0	0	0	0	0	0	0	0	0	0	2.55075	0	11.4784	73.9717	0	0	0	0	0	0	155.596	0	0	0	123.711	0	0	411.971	1073.12	0	0	0	0	0	0	0	0	0	0	22.9568	66.3195	0	0	0	0	0	0	0	0	0	0	392.779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55075	7.65225	19.1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37687	0	0	0	12.7537	0	0	0	0	0	0	0	0	8.92763	0	0	0	24.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56197	0	0	0	0	0	0	0	2.55075	0	0	0	3.82613	0	0	0	2.55075	0	0	0	0	0	0	0	0	0	0	0	0	24.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55075	0	0	0	0	0	0	0	579.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.0875	0	0	0	0	0	0	0	0	186.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56305	0	0	0	0	0	5.1015	0	746.155	5.1015	0	0	0	0	2.55075	0	0	5.1015	20.406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.6965	0	0	26.783	0	117.335	0	0	0	0	0	0	0	0	0	201.509	0	95.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4784	5.1015	149.219	16.5799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7105	0	0	0	0	24.232	0	0	0	0	0	0	0	0	0	0	
56342	0	0	0	0	0	11.4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.9135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55075	353.279	2.55075	227.018	335.423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.203	0	0	10.203	0	0	0	0	0	0	0	0	0	0	0	0	
56451	0	0	0	0	0	0	0	2.55075	0	0	0	0	0	0	104.581	3.82613	0	0	0	0	0	31.8845	2.55075	0	0	20.406	0	0	575.194	0	0	0	0	0	0	0	0	0	0	0	0	75.247	0	0	0	0	0	3.82613	11.4784	0	0	44.638	165.799	266.554	0	0	0	54.841	0	0	0	0	0	0	0	0	0	0	33.1597	1615.9	44.638	0	0	0	0	0	0	25.5075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82613	0	0	0	0	38.2612	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1015	0	0	0	0	0	
56458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56508	0	0	0	0	0	0	0	2.55075	0	1450.41	633.862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	0	0	0	0	0	0	0	0	5.1015	0	0	0	1683.3	0	517.625	0	892.763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.406	0	0	0	0	38.2612	0	0	0	0	0	66.3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56535	0	0	0	0	0	2.55075	0	5.1015	0	0	0	0	0	0	0	0	0	3.82613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6815	7.65225	5.1015	0	12.7537	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1015	0	0	0	0	0	2.55075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56540	0	0	0	0	0	0	0	0	0	0	0	2.55075	0	0	378.787	0	0	0	0	0	0	105.856	3.82613	0	0	0	0	0	537.536	0	0	0	0	0	0	0	0	0	0	0	0	62.4935	0	0	0	0	0	0	6.37687	0	0	67.595	163.248	103.305	0	0	0	15.3045	0	0	0	0	0	0	0	0	0	0	39.5365	0	15.3045	0	0	5.1015	0	0	5.1015	7.65225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55075	0	0	0	0	82.8995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56581	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56588	0	0	0	0	0	0	0	36.986	0	117.335	364.756	0	0	5.1015	0	0	0	0	0	7.65225	0	0	3.82613	16.5799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.798	0	0	0	4400.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.406	8.92763	6.37687	0	3.82613	0	0	0	0	0	0	0	0	0	0	2.55075	0	0	118.61	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55075	0	0	0	0	36.986	0	0	0	0	0	40.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
