18703	2
18707	3
18712	2
18716	3
18719	2
18721	2
18724	2
18726	2
18728	2
18730	2
18732	2
18734	2
18738	2
18740	2
18743	2
18745	2
18752	3
19065	1
19067	1
19069	2
19072	2
19076	2
19080	2
19085	2
19090	1
19097	1
19104	1
19111	2
19118	1
19125	1
19132	2
19139	3
19191	3
19201	3
19247	3
19252	3
19255	3
19312	3
19315	3
19318	3
19321	3
19324	3
19329	3
19334	3
19336	3
19341	3
19346	3
19349	3
19354	3
19359	3
19364	3
19371	3
19373	3
19378	3
19385	3
19396	3
19399	3
19411	3
19416	3
19418	3
19420	3
19424	3
19427	3
19596	1
19603	2
19642	3
20349	3
20496	1
20513	3
20520	3
20527	1
20585	1
20588	1
20594	1
20599	1
20604	1
20607	1
20612	2
20620	2
20633	2
20640	2
20642	3
20648	3
20652	2
20658	2
20663	2
20752	1
20813	2
20820	2
20826	2
20829	2
20836	2
20842	2
20848	2
20856	2
20862	2
20869	2
20876	2
20887	2
20889	2
20891	2
20896	2
20901	2
20907	2
20912	2
20919	2
20926	2
20931	2
20938	2
20943	2
20948	2
20953	2
20958	3
20972	3
20977	2
20981	2
20988	2
20998	2
21009	2
21015	2
21022	2
21027	2
21036	2
21042	2
21047	1
21051	1
21056	1
21065	1
21071	1
21076	1
21081	1
21087	1
21092	1
21099	1
21105	1
21109	2
21115	2
21118	2
21122	2
21127	2
21130	2
21135	2
21139	2
21145	2
21153	3
21156	2
21161	3
21166	2
21171	2
21182	2
21199	3
21522	1
21560	1
21563	1
23030	2
23043	3
23046	3
23050	3
23053	3
23056	3
23060	3
23063	3
23350	3
23357	3
23392	3
23399	3
23448	3
23505	3
23542	3
23549	3
23556	3
23559	3
23569	3
23577	3
23584	3
23593	3
23598	3
23605	3
23611	2
23614	2
23621	2
23630	2
25032	3
25181	2
26228	2
26410	3
39771	2
39774	3
39776	3
39779	1
39781	1
39783	1
40633	1
40636	1
40948	1
40951	1
40954	1
41113	1
41116	1
41125	1
41128	1
41131	1
41133	1
41136	1
41138	1
