8464	3	64.34	42896	42903	
8465	3	87.98	42903	42906	
8466	5	183.07	42906	42875	
8468	4	28.66	42875	42879	
8469	5	124.91	44067	42450	
8471	3	6.76	42450	44106	
8472	3	41.06	42458	42461	
8473	3	58.27	42461	42464	
8475	4	54.82	42464	43758	
8476	3	18.51	43758	43761	
8477	3	149.7	43761	43764	
8479	3	33.97	43764	43767	
8481	3	30.29	43767	43772	
8482	3	55.26	43772	43774	
8483	3	80.14	43774	43781	
8485	3	45.31	43781	43784	
8486	4	60.63	43784	42175	
8487	3	56.23	42175	-1	
8489	2	39.25	42175	44358	
8490	2	59.87	42167	44326	
8491	2	59.15	44326	42167	
8492	2	23.01	42167	44358	
8494	2	39.05	44093	42175	
8497	2	88.62	43795	42182	
8498	2	9.54	42182	44326	
8499	2	100.61	-1	43795	
8520	1	109.35	-1	42879	
8521	2	14.86	42875	44114	
8597	2	19.35	44279	43728	
8598	2	18.93	43728	44279	
8622	3	36.15	43706	46663	
8623	2	27.01	42360	39779	
8625	3	35.69	42325	41873	
8627	3	35.27	41875	42325	
8679	2	72.42	54811	43767	
8681	3	20.59	42886	39771	
8707	2	31.17	43774	54806	
8708	2	6.09	42450	44109	
8710	3	116.09	-1	43761	
8711	1	88.45	-1	43764	
8756	3	29.49	42893	39771	
8764	2	6.12	42450	44109	
8765	3	36.61	44106	42458	
8769	3	21.47	42879	44117	
8770	2	72.09	44114	-1	
8773	3	85.62	44117	39776	
8774	2	51.78	41886	42344	
8778	2	22.58	-1	42325	
8779	3	12.3	42325	44123	
8780	2	39.34	42349	39783	
8781	2	59.9	39781	42355	
8782	2	11.17	42360	44125	
8784	3	16.99	44128	43717	
8785	2	10.82	43728	44128	
8805	2	36.37	46663	43712	
8810	2	24.01	44358	42167	
8878	2	23.07	44335	44279	
8880	2	22.96	44279	44335	
8888	2	32.21	44326	44355	
8889	2	94.15	41663	44326	
8900	3	106.28	-1	42167	
8906	3	65.73	43795	-1	
8907	2	64.2	44355	41648	
8946	2	73.38	-1	42325	
9019	1	25.03	42393	-1	
9026	2	53.4	-1	43717	
9029	1	40.02	43706	-1	
9035	1	40.81	-1	42360	
9050	5	22.22	42879	44067	
9054	1	32.84	42890	-1	
9055	1	63.94	42903	-1	
9059	5	31.34	39774	42896	
9071	1	28.56	42896	46745	
9072	3	27.66	46745	42896	
9073	1	171.56	42906	39776	
9284	2	32.27	42393	42414	
9285	2	26.79	42414	42393	
9288	2	101.49	44387	44392	
9289	3	109.73	44399	41125	
9290	2	105.31	44409	46460	
9291	3	69.05	44426	44416	
9292	2	106.61	44457	44440	
9293	4	104.59	46463	44447	
9294	4	105.85	44473	44480	
9296	4	103.38	44487	44494	
9297	3	108.08	44494	44501	
9298	3	113.62	44501	46673	
9299	2	106.01	44506	46484	
9300	3	105.32	44515	44510	
9301	3	106.49	44522	44515	
9302	3	108.28	44529	44522	
9303	3	106.46	44536	44529	
9304	2	107.33	44543	44536	
9305	2	110.17	44548	44543	
9306	2	141.72	44555	44548	
9307	1	241.37	46668	44563	
9308	2	105.33	44563	44570	
9309	2	115.82	44570	44577	
9310	2	108.45	44577	44582	
9311	2	110.42	44582	44589	
9312	2	109.25	44589	44592	
9313	2	108.23	44592	44599	
9314	2	89.86	44604	44609	
9315	2	111.15	44609	44616	
9316	2	103.45	44616	44623	
9317	2	105.53	44623	44628	
9318	3	144.43	44628	44635	
9319	3	159.98	44635	46863	
9320	3	119.49	44647	44658	
9321	2	38.76	44658	46853	
9322	4	98.29	21145	44665	
9323	4	108.67	44665	44672	
9324	4	111.17	44672	44679	
9325	3	46.54	19139	44686	
9326	3	105.5	44686	44693	
9327	3	108.52	44693	46281	
9328	3	51.71	44738	41947	
9329	2	114.73	44743	44738	
9330	2	110.42	44746	44743	
9331	2	109.19	44753	44746	
9332	2	107.26	44758	44753	
9333	2	105.31	44765	44758	
9334	2	104.48	44772	44765	
9335	2	103.6	44779	44772	
9336	3	109.14	44786	44779	
9337	3	110.71	44793	44786	
9338	3	100.84	44800	44793	
9339	3	109.2	44807	44800	
9340	4	106.62	44814	44807	
9341	4	107.97	44821	44814	
9342	2	148.61	44828	44821	
9343	2	152.78	20938	44828	
9344	3	127.16	44838	46870	
9345	2	110.63	44845	44838	
9346	1	102.12	44858	44845	
9347	1	103.43	44862	21027	
9348	1	91.01	44869	44862	
9349	1	86.56	44877	21161	
9350	1	103.06	44884	44877	
9351	1	108.03	44891	44884	
9352	1	105.12	44898	44891	
9353	1	121.44	44905	44898	
9354	1	104.64	44916	44905	
9355	1	103.54	46288	44916	
9356	3	108.87	44923	45066	
9358	3	108.69	44930	44923	
9359	3	108.37	44937	44930	
9360	3	107.79	44979	44937	
9361	4	106.35	44986	44979	
9362	4	104.25	44944	44986	
9364	4	108.28	44951	44944	
9365	4	106.99	44958	44951	
9366	4	107.35	44965	44958	
9367	4	105.84	44972	44965	
9368	4	150.08	44993	44972	
9369	4	146.21	20926	44993	
9370	4	128.1	45003	46877	
9371	4	105.5	45010	45003	
9372	4	101.6	45017	45010	
9374	4	106.55	45024	45017	
9375	4	107.88	45257	45024	
9376	4	38.42	20998	45257	
9377	4	91.38	45264	20988	
9378	4	107.89	45271	45264	
9379	4	111.51	45278	45271	
9380	4	106.9	45285	45278	
9381	4	124.38	45292	45285	
9382	4	99.67	45299	45292	
9383	4	102.68	46302	45299	
9384	2	102.82	46925	45124	
9385	2	118.35	45124	45131	
9386	2	115.12	45131	45138	
9387	2	116.18	45138	45145	
9388	2	115.58	45145	45152	
9389	2	102.37	45152	45095	
9390	3	105.51	46905	45117	
9391	3	106.68	45117	45159	
9392	4	108.48	45159	45166	
9393	4	110.53	45166	45173	
9395	4	108.5	45173	45180	
9396	4	108.24	45180	45187	
9397	4	108.13	45187	45194	
9398	4	155.56	45194	45201	
9399	4	132.57	45201	46884	
9401	4	134.71	20907	45213	
9402	4	108.38	45213	45220	
9403	4	109.41	45220	45227	
9404	4	107.35	45227	45234	
9405	4	107.72	45234	45241	
9407	4	102	45241	45248	
9408	4	104.9	45248	45312	
9409	4	31.03	45312	46918	
9410	4	108.41	21171	45324	
9411	4	108.22	45324	46330	
9412	5	107.18	45361	46931	
9413	4	114.89	45364	45361	
9414	4	112.45	45370	45364	
9416	4	112.64	45377	45370	
9417	4	113.13	45384	45377	
9418	4	113.21	45391	45384	
9419	4	108.75	45398	45391	
9420	4	112.59	45405	45398	
9421	4	106.06	45345	45405	
9422	7	105.86	45412	45352	
9424	6	109.82	45419	45412	
9425	7	58.14	45434	45419	
9426	6	62.92	45443	45429	
9427	6	155.03	45450	45443	
9429	6	127.63	20901	45450	
9430	6	138.52	45460	20891	
9431	6	104.28	45467	45460	
9432	6	106.09	45474	45467	
9433	6	106.87	45481	45474	
9434	6	98.84	45488	45481	
9436	6	92.52	45495	45488	
9437	6	100.15	45504	45495	
9438	6	108.56	45511	45504	
9440	6	108.1	45524	45511	
9441	6	47.15	46961	45524	
9442	2	106	45531	45534	
9443	2	109.05	45534	45541	
9444	2	107.1	45541	45548	
9445	2	106.38	45548	45555	
9446	2	107.92	45555	45562	
9447	2	106.29	45562	45569	
9448	3	112.35	45569	45576	
9449	3	105.64	45576	45583	
9450	3	102.54	45583	45589	
9451	3	104.4	45589	45596	
9452	3	104.61	45596	45603	
9453	3	107.84	45603	45608	
9454	3	158.52	45608	45615	
9455	3	121.69	45615	46891	
9456	3	137.05	45625	45639	
9457	3	110.2	45639	45646	
9458	3	109.77	45646	45653	
9459	3	110.22	45653	45660	
9460	3	108.64	45660	45667	
9461	3	100.22	45667	45674	
9462	2	99.05	45674	45683	
9463	2	102.5	45683	45690	
9464	3	106.71	45690	45697	
9465	3	100.34	45697	46351	
9466	3	103.23	45704	46937	
9467	3	110.34	45707	45704	
9468	2	113.37	45714	45707	
9469	2	112.53	45721	45714	
9470	2	111.98	45728	45721	
9471	2	101.27	45735	45728	
9472	2	116.23	45742	45735	
9473	2	111.53	45749	45742	
9474	2	111.87	45756	45749	
9475	2	110.22	45763	45756	
9476	2	113.28	45770	45763	
9477	2	109.28	45777	45770	
9478	2	111.66	45784	45777	
9479	2	113.17	45787	45784	
9480	2	152.91	45794	45787	
9481	2	115.11	45804	45794	
9482	2	144.21	45817	46898	
9483	2	107.4	45824	45817	
9484	2	110.08	45831	45824	
9485	2	105.02	45839	45831	
9486	2	107.13	45846	45839	
9487	2	100.29	45954	45846	
9488	2	108.69	45853	45954	
9489	2	109.08	45860	45853	
9490	2	111.43	45867	45860	
9491	2	109.01	46358	45867	
9492	3	122.68	41890	45874	
9493	5	115.19	45874	45884	
9494	5	115.12	45884	45891	
9496	5	112.99	45891	45899	
9497	5	113.46	45899	45906	
9499	5	110.22	45906	45913	
9501	5	116	45913	45920	
9502	5	111.55	45920	45926	
9503	5	109.5	45926	45934	
9504	5	114.15	45934	45940	
9505	5	118.13	45940	45947	
9506	5	107.12	45947	46498	
9507	5	111.58	46205	45963	
9509	5	110.75	45963	45970	
9510	5	116.75	45970	45979	
9511	5	115	45979	45986	
9513	4	79.22	45986	20658	
9514	4	82.22	46191	45996	
9515	5	113.78	45996	46008	
9516	5	110.28	46008	46018	
9518	5	115.03	46018	46370	
9519	3	102.51	46031	54885	
9520	3	108.62	46038	46031	
9521	3	111.78	46045	46038	
9522	3	112.87	46052	46045	
9523	3	105.79	46059	46052	
9524	3	105.22	46066	46059	
9526	3	109.97	46073	46066	
9527	3	107.45	46080	46073	
9528	3	104.7	46087	46080	
9530	3	109.6	46663	46087	
9531	2	97.2	54773	46136	
9532	2	103.72	46129	46122	
9533	2	109.09	46122	46115	
9534	3	107.02	46115	46108	
9535	3	106.19	46108	46101	
9536	3	101.06	46101	46094	
9537	2	108.6	54874	46143	
9538	2	110.19	46143	46150	
9539	2	103.86	46156	46150	
9540	2	108.36	46163	46156	
9541	1	106.66	46198	46163	
9542	2	102.91	46184	54865	
9543	2	106.7	46177	46184	
9544	2	108.53	46170	46177	
9545	2	62.83	39779	46170	
9546	2	104.26	44738	46668	
9547	4	38.93	45031	44738	
9548	1	176.37	45124	45031	
9549	1	111.9	45361	45124	
9550	3	95.16	45874	45704	
9551	2	97.72	45874	54885	
9552	4	109.31	44563	46491	
9553	4	109.5	44746	44563	
9555	4	109.82	45053	44746	
9556	4	98.22	45138	45053	
9557	4	109.81	45370	45138	
9558	4	114.42	45534	45370	
9559	4	110.23	45714	45534	
9560	4	105.93	19097	45714	
9561	4	106.39	46038	46685	
9563	4	109.51	46136	46038	
9564	4	105.82	54874	46136	
9565	2	73.58	44743	45041	
9566	2	137.54	45041	45131	
9567	2	110.01	45131	45364	
9568	2	114.28	45364	45531	
9569	2	102.85	45531	45707	
9570	3	105.7	45707	46678	
9571	4	104.91	19090	46031	
9572	3	100.64	46031	54773	
9573	2	105.77	46477	44570	
9574	2	104.76	44570	44753	
9575	2	113.23	44753	45066	
9576	2	14.54	45066	45073	
9577	2	60.67	45073	45145	
9578	2	113.09	45145	45377	
9579	2	108.85	45377	45541	
9580	2	110.42	45541	45721	
9581	2	110.19	45721	46692	
9582	2	103.63	19104	46045	
9583	2	113.64	46045	46129	
9584	2	113.2	46129	46143	
9585	2	101.47	46143	54865	
9586	2	101.89	44577	46484	
9587	2	103.43	44758	44577	
9588	2	111.95	44923	44758	
9589	3	47.74	45084	44923	
9590	3	27.65	45152	45084	
9591	3	104.69	45384	45152	
9592	2	109.06	45548	45384	
9593	2	104.55	45728	45548	
9594	2	106.96	19111	45728	
9595	2	103.57	46052	46699	
9596	2	111.91	46122	46052	
9597	2	110.94	46150	46122	
9598	2	105.13	46184	46150	
9599	2	111.14	54858	46184	
9600	2	105.07	44409	44447	
9601	3	105.22	44447	44506	
9602	3	110.62	44506	44582	
9603	3	106.12	44582	44765	
9604	3	104.89	44765	44930	
9605	3	82.3	44930	45095	
9606	3	111.24	45095	45391	
9607	3	113.46	45391	45555	
9608	3	107.13	45555	45735	
9609	3	107.78	45735	46705	
9610	3	107.3	19118	46059	
9611	3	109.04	46059	46115	
9612	3	109.43	46115	46156	
9613	3	107.77	46156	46177	
9614	3	108.66	46177	46211	
9615	2	62.44	44387	40948	
9616	2	115.83	44423	44454	
9617	2	107.31	44772	44589	
9618	1	103.94	44937	44772	
9619	1	113.83	46905	44937	
9620	1	110.25	45398	45562	
9621	2	111.8	45562	45742	
9622	2	107.58	45742	46712	
9623	2	107.56	19125	46066	
9624	2	105.03	46066	46108	
9625	2	38.25	46108	21560	
9626	2	108.37	46163	46170	
9627	4	106.31	44392	44426	
9628	4	104.02	44426	44464	
9629	5	114.56	44510	44464	
9630	5	113.77	44592	44510	
9632	5	109.61	44779	44592	
9633	5	108.96	44979	44779	
9634	5	101.98	45117	44979	
9635	5	42.38	45331	45117	
9636	4	55.15	45405	45331	
9637	4	108.9	45569	45405	
9638	4	107.27	45749	45569	
9640	4	107.01	19132	45749	
9641	3	107.92	46073	46719	
9642	3	106.44	46101	46073	
9644	3	36.94	21563	46101	
9645	2	64.34	41133	44399	
9646	3	111.68	44399	44433	
9647	3	112.26	44433	44473	
9648	3	103.67	44473	44515	
9649	3	114.89	44515	44599	
9650	3	113.23	44599	44786	
9651	3	107.86	44786	44986	
9652	3	106.33	44986	45159	
9653	3	75.54	45159	45338	
9654	3	16.04	45338	45345	
9655	3	113.27	45345	45576	
9656	3	105.64	45576	45756	
9657	3	107.92	45756	46725	
9658	3	108.77	19596	46080	
9659	2	106.71	46080	46094	
9660	4	113.3	44440	41125	
9661	3	107.2	44480	44440	
9662	3	107.72	44522	44480	
9663	2	125.44	44604	44522	
9664	2	115.29	44793	44604	
9665	3	108.13	44944	44793	
9666	3	104.47	45166	44944	
9667	3	106.03	45352	45166	
9668	3	105.26	45583	45352	
9669	3	107.76	45763	45583	
9670	3	113.68	19603	45763	
9671	3	104.17	46087	46732	
9672	4	69.54	21051	44457	
9673	4	109.57	44457	44487	
9674	4	104.95	44487	44529	
9675	4	106.43	44529	44609	
9676	4	106.46	44609	44800	
9678	4	103.22	44800	44951	
9679	4	103.03	44951	45173	
9681	4	98.4	45173	45412	
9682	4	97.24	45412	45589	
9683	4	111.19	45589	45770	
9685	4	112.23	45770	46738	
9686	3	102.3	20527	46663	
9687	4	109.44	44494	41113	
9688	4	112.9	44536	44494	
9689	4	112.48	44616	44536	
9690	4	116.16	44807	44616	
9691	4	108.67	44958	44807	
9692	4	102.82	45180	44958	
9693	4	100.8	45419	45180	
9694	4	105.74	45596	45419	
9695	4	117.69	45777	45596	
9697	4	113.49	20813	45777	
9698	1	111.76	44501	44543	
9699	1	115.54	44543	44623	
9700	1	112.81	44623	44814	
9701	1	109.63	44814	44965	
9702	1	111.59	44965	45187	
9703	1	44.44	45187	45426	
9704	1	50.56	45440	45603	
9705	1	113.99	45603	45784	
9706	5	108.88	46673	44548	
9707	5	109.63	44548	44628	
9708	5	103.22	44628	44821	
9710	5	98.46	44821	44972	
9711	5	102.93	44972	45194	
9712	5	102.19	45194	45443	
9713	5	99.18	45443	45608	
9714	5	102.84	45608	45787	
9715	5	107.73	45787	46751	
9717	2	121.64	44555	44635	
9718	2	120.7	44635	44555	
9719	1	111.98	44635	44828	
9720	1	112.35	44828	44635	
9721	1	113.83	44828	44993	
9722	2	114.07	44993	44828	
9723	2	112.9	44993	45201	
9724	2	113.71	45201	44993	
9725	1	108.94	45201	45450	
9726	1	108.09	45450	45201	
9727	2	104.09	45450	45615	
9728	2	102.08	45615	45450	
9729	1	109.11	45615	45794	
9730	1	110.23	45794	45615	
9731	1	108.43	45794	20848	
9732	2	110.17	20836	45794	
9733	3	17.62	19085	44658	
9734	4	106.46	44658	44838	
9735	4	108.36	44838	45003	
9737	4	111.71	45003	45213	
9738	4	100.12	45213	45460	
9740	4	102.26	45460	45639	
9741	4	100.85	45639	45817	
9743	4	108.98	45817	46758	
9744	4	94.14	54784	20663	
9746	4	112.53	20948	45824	
9747	4	98.47	45824	45646	
9748	4	102.54	45646	45467	
9749	4	101.75	45467	45220	
9750	4	106.54	45220	45010	
9751	4	108.17	45010	44845	
9753	4	69.81	44845	21135	
9754	3	45.28	44665	46846	
9755	3	9.09	21156	44858	
9756	3	112.82	44858	45017	
9757	2	101.21	45017	45227	
9758	2	108.74	45227	45474	
9759	2	102.75	45474	45653	
9760	2	98.08	45653	45831	
9761	2	116.14	45831	46765	
9762	2	97.65	45970	41618	
9763	2	101.03	46395	46772	
9764	2	113.86	20953	45839	
9765	2	101.34	45839	45660	
9766	2	107.53	45660	45481	
9767	2	104.74	45481	45234	
9768	2	103.37	45234	45024	
9769	2	67.34	45024	46839	
