Node_Id	x_coord	y_coord
69019	430609.037	4581207.879
69021	431177.703	4581031.954
69025	430290.538	4582761.613
56738	428964.634	4581536.328
69031	429744.943	4581502.44
69107	432815.397	4581744.039
55733	430213.984	4582963.205
58307	428912.987	4581950.139
57796	430215.731	4581242.457
69062	427956.467	4582319.638
69065	427938.345	4581298.421
69067	428260.308	4581299.967
58274	431249.755	4581942.751
69071	428413.002	4581068.835
55761	428375.74	4581949.505
69075	428757.487	4580804.344
57422	428926.356	4583106.361
69079	428777.927	4580691.8
69081	427849.535	4581934.501
69083	427932.547	4582510.037
69085	427745.38	4581696.241
69087	427718.947	4581734.667
58337	430864.655	4582351.558
56802	429743.837	4581932.054
69091	428184.783	4582953.123
69093	429277.931	4583602.744
69095	429989.08	4583187.2
69097	429592.45	4583436.149
69099	429098.094	4583658.018
56812	431031.337	4582620.677
69101	432724.737	4582140.907
69103	428635.117	4583248.692
56305	432091.442	4581512.198
68947	430296.362	4581203.756
69109	428901.868	4583511.826
57334	430108.561	4582355.361
69111	430994.197	4581116.292
69113	428865.234	4583481.52
69115	432744.718	4581778.856
58365	428964.587	4581115.595
69119	431856.863	4580853.455
