0	55733	55761	55838	55866	55894	55924	55966	56134	56197	56305	56342	56451	56458	56508	56535	56540	56581	56588	56603	56699	56738	56802	56812	56910	57008	57061	57104	57171	57227	57334	57422	57562	57642	57693	57796	57891	57904	58029	58160	58274	58307	58337	58365	69152	69154	69156	69158	69160	69162	69165	69167	69169	69171	69173	69175	69177	69180	69182	69184	69186	69188	69190	69192	69194	69196	69199	69201	69203	69205	69207	69209	69211	69213	69215	69217	69219	69221	69223	69225	69227	69229	69232	69234	69236	69238	69241	69243	69246	69248	69250	69252	69254	69256	69258	69260	69262	69264	69266	69268	69270	69272	69274	69276	69278	69280	69283	69285	69287	69289	69291	69293	69295	69297	69299	69301	69303	69305	69307	69309	69311	69313	69315	69317	69319	69321	69323	69325	69327	69629	72788	73575	73577
55733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55761	0	0	0	0.608	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	56.696	0	0	0	0	0	0	20.748	0	0	0	0.152	6.612	0.304	0	0	0	0	0	0	0.304	0	24.472	0	0	1.368	29.032	0	0	0	0	0	0	0	18.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.368	7.828	0	0	0	0	0	0	0	0	0.76	0	20.064	0	3.268	0	0	8.892	0.228	0	1.9	0	0	4.18	0	0	0	0	0.228	7.372	0	0	0.988	10.792	0	0	0	0	0	0.152	0	0.152	45.22	6.764	8.512	0	0	0	0	0	0	0	0	0.152	0	8.74	0	0	0	0	0
55838	0.228	0	0	0	0	0	0.228	0	0	0	0	0	0	98.496	0	0	0	1.9	0.228	0	0	0.152	0	0	0	0	0	0	243.276	44.384	0	0	0	0	0	0.152	0	0	0	0	0	0.228	0	0	0	0	0.228	0	0	0	0	0	0	0.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0.228	0	0	0	0	0	0	0	0	0	0	0	0	2.888	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0
55866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.748	0	0	0	0	0	0	0.38	0	0	0	0.152	0	0	0	0	0	0	0.304	0	0	0	0	0	0.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0.684	0	1.824	0	0	7.752	0.152	0	2.812	0	0	0	0	0	0	0	0	0	0	0	0	25.916	0	0	0	0	0	0	0	0	0	0	3.42	0	0	0	0	0	0	0	0	0	0	0.836	0.152	0	0	0	0
55894	1.748	0	9.5	0	0	0	0.608	0	0	0	0	0	0	0	0	0	0	0	0	13.604	0	0	0.304	0	0	0	0	0	0.152	0.38	0	0	0	0	0	0	0	0	0	0	0	0.304	0	0	0	0	0	0	0	0	0	0	0	0.152	0	4.104	56.392	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0.456	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28	0	0	0	0	0	0	0	0	0	3.344	0.38	0	0	1.672	0	0	0	0	0
55924	0	0	0	0	0	0	0	0	0	0.228	0	0	0	0.76	0	0	1.52	3.952	0.304	0	0	0	0	2.204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.84	10.64	0	0.684	0.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55966	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0.836	0	0	0.304	0.684	3.648	26.752	0	5.244	0	0	0	0	0	0	0.152	0.304	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.788	0	0	4.788	1.292	0.456	0	0.152	0.608	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	3.496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.384	0	0.152	0	0	0	0.38	0	0	0	0	0	0	0	0	78.964	0	0	0	0	0	0	0	0	0	1.596	0.152	0.608	0	0.912	0	0	0	0	0
56134	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0.684	4.408	0	0	0	0	0	0	9.272	0	0	0	7.372	0	0	39.596	0	0	0	0	0	0	0	0	0	0	0	1.368	3.952	0	0	0	0	0	0	0	0	0	0	0.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0.456	1.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0.76	0	0	0	0	0	0	0	0	0.532	0	0	0	1.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56197	0	0	0	0	0	0	0	0.152	0	0	0	0.228	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	1.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	34.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.508	0	0	0	0	0	0	0	0	11.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56305	0	0	0	0	0	0.304	0	82.08	0.304	0	0	0	0	0.152	0	0	0.304	1.216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.332	0	0	1.596	0	6.992	0	0	0	0	0	0	0	0	0	12.008	0	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.684	0.304	8.892	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.128	0	0	0	0	1.444	0	0	0	0	0	0	0	0	0	0
56342	0	0	0	0	0	0.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	21.052	0.152	13.528	19.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.608	0	0	0.608	0	0	0	0	0	0	0	0	0	0	0	0
56451	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	6.232	0.228	0	0	0	0	0	1.9	0.152	0	0	1.216	0	0	34.276	0	0	0	0	0	0	0	0	0	0	0	0	4.484	0	0	0	0	0	0.228	0.684	0	0	2.66	9.88	15.884	0	0	0	3.268	0	0	0	0	0	0	0	0	0	0	1.976	96.292	2.66	0	0	0	0	0	0	1.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228	0	0	0	0	2.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304	0	0	0	0	0
56458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56508	0	0	0	0	0	0	0	0.152	0	137.408	37.772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304	0	0	0	188.496	0	0	0	53.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.216	0	0	0	0	2.28	0	0	0	0	0	3.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56535	0	0	0	0	0	0.152	0	0.304	0	0	0	0	0	0	0	0	0	0.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.292	0.456	0.304	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56540	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	22.572	0	0	0	0	0	0	6.308	0.228	0	0	0	0	0	114.788	0	0	0	0	0	0	0	0	0	0	0	0	3.724	0	0	0	0	0	0	0.38	0	0	4.028	9.728	6.156	0	0	0	0.912	0	0	0	0	0	0	0	0	0	0	2.356	0	0.912	0	0	0.304	0	0	0.304	0.456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	4.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56588	0	0	0	0	0	0	0	2.204	0	6.992	21.736	0	0	0.304	0	0	0	0	0	0.456	0	0	0.228	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.636	0	0	0	262.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.216	0.532	0.38	0	0.228	0	0	0	0	0	0	0	0	0	0	0.152	0	0	7.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	2.204	0	0	0	0	0	2.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56603	0	0	0	0	0	0	0.836	1.14	0	0	0	0	0	0.152	0	0	0	0	0	11.628	0	0	0	0.304	0	0	0	0	0.228	0.532	0	0	0	0	0	0	0	0	0	0	0	0.304	0	0	0	0	0	0	0.912	0	0	0	0	0.608	0	2.66	0.456	0.304	0	0	1.9	0	0	0	1.064	0	0	0	1.9	0	0.152	0	0	0	0.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.912	0	0	0	0	0	0	0	0	0	70.148	20.824	0	0	0	0	0	0	0	0
56699	0.988	0	2.28	0	0.152	0	0.608	0	0	0	0	0	0	1.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.736	1.976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	1.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.572	0	0	0	0	0	0	0	0	0	0	0	2.356	0	0	0.152	0	0	0	0
56738	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0.228	0	0.304	0	0	0	0.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	1.9	0	4.864	0	0	0	0	0	0	0	0	0	0	0	0	17.328	0	0	0	0	0	0	0	0	0.988	0	1.064	0	0	0	0	0	0	0	0	0	0	0.228	0	0	0	0	0
56802	0	0	0	0	0	0	0.152	5.852	0	14.896	0	0	0	0	0	0	0	0	0	0	0	0	0.836	8.436	0	0.38	0	0	0	0.152	32.604	2.584	0	8.968	0	0	18.544	4.332	0	0	0.532	0.532	0	0.152	0	0	0	0	0	0	0	0	0	0	1.368	4.18	0	0	0	0	5.396	2.508	1.14	0	2.204	0	0	0	0	0	0	0	0	0	0.38	0	0	0	0.228	0	0	20.52	0	0	0	0	0	0	0	0	0	3.496	0	0	0	0	0	0	0	0	0	0	0	0	12.54	0	0	0	0	73.948	6.916	0	6.46	0	0	37.24	0	0	0	0	0	0	37.316	9.5	2.28	0	0	2.204	0	0	0	0
56812	0	0	0	0	0	0.38	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.532	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0.532	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
