9311	1
9312	1
9313	1
9314	2
9315	2
9316	2
9317	2
9318	2
9319	2
9320	2
9321	2
9322	3
9323	3
9324	3
9325	3
9326	3
9327	3
9328	1
9329	1
9330	1
9331	1
9332	1
9333	1
9334	1
9335	1
9336	1
9337	1
9338	1
9339	2
9340	2
9341	2
9342	2
9343	2
9344	2
9345	2
9346	2
9347	3
9348	3
9349	3
9350	3
9351	3
9352	3
9353	3
9354	3
9355	3
9356	1
9358	1
9359	1
9360	1
9361	1
9362	1
9364	2
9365	2
9366	2
9367	2
9368	2
9369	2
9370	2
9371	2
9372	2
9374	2
9375	2
9376	2
9377	3
9378	3
9379	3
9380	3
9381	3
9382	3
9383	3
9384	1
9385	1
9386	1
9387	1
9388	1
9389	1
9390	1
9391	2
9392	2
9393	2
9395	2
9396	2
9397	2
9398	2
9399	2
9401	2
9402	2
9403	2
9404	2
9405	2
9407	2
9408	2
9409	2
9410	3
9411	3
9412	1
9413	1
9414	1
9416	1
9417	2
9418	2
9419	2
9420	2
9421	2
9422	2
9424	2
9425	2
9426	2
9427	2
9429	2
9430	2
9431	2
9432	2
9433	2
9434	2
9436	2
9437	2
9438	2
9440	2
9441	2
9442	1
9443	1
9444	1
9445	2
9446	2
9447	2
9448	2
9449	2
9450	2
9451	2
9452	2
9453	2
9454	2
9455	2
9456	2
9457	2
9458	2
9459	2
9460	2
9461	2
9462	2
9463	2
9464	2
9465	2
9466	1
9467	1
9468	1
9469	1
9470	2
9471	2
9472	2
9473	2
9474	2
9475	2
9476	2
9477	2
9478	2
9479	2
9480	2
9481	2
9482	2
9483	2
9484	2
9485	2
9486	2
9487	2
9488	2
9489	2
9490	2
9491	2
9492	1
9493	1
9494	1
9496	1
9497	1
9499	2
9501	2
9502	2
9503	2
9504	2
9505	2
9506	2
9507	2
9509	2
9510	2
9511	2
9513	2
9514	2
9515	2
9516	2
9518	2
9519	1
9520	1
9521	1
9522	1
9523	1
9524	1
9526	1
9527	1
9528	1
9530	1
9531	1
9532	1
9533	1
9534	1
9535	1
9536	1
9537	1
9538	1
9539	1
9540	1
9541	1
9542	1
9543	1
9544	1
9545	1
9546	1
9547	1
9548	1
9549	1
9550	1
9551	1
9552	1
9553	1
9555	1
9556	1
9557	1
9558	1
9559	1
9560	1
9561	1
9563	1
9564	1
9565	1
9566	1
9567	1
9568	1
9569	1
9570	1
9571	1
9572	1
9573	1
9574	1
9575	1
9576	1
9577	1
9578	1
9579	1
9580	1
9581	1
9582	1
9583	1
9584	1
9585	1
9586	1
9587	1
9588	1
9589	1
9590	1
9591	1
9592	2
9593	2
9594	2
9595	1
9596	1
9597	1
9598	1
9599	1
9600	1
9601	1
9602	1
9603	1
9604	1
9605	1
9606	1
9607	2
9608	2
9609	2
9610	1
9611	1
9612	1
9613	1
9614	1
9615	1
9616	1
9617	1
9618	1
9619	1
9620	2
9621	2
9622	2
9623	1
9624	1
9625	1
9626	1
9627	1
9628	1
9629	1
9630	1
9632	1
9633	1
9634	1
9635	2
9636	2
9637	2
9638	2
9640	2
9641	1
9642	1
9644	1
9645	1
9646	1
9647	1
9648	1
9649	1
9650	1
9651	1
9652	2
9653	2
9654	2
9655	2
9656	2
9657	2
9658	1
9659	1
9660	1
9661	1
9662	1
9663	1
9664	1
9665	1
9666	1
9667	2
9668	2
9669	2
9670	2
9671	1
9672	1
9673	1
9674	2
9675	2
9676	2
9678	2
9679	2
9681	2
9682	2
9683	2
9685	2
9686	1
9687	1
9688	2
9689	2
9690	2
9691	2
9692	2
9693	2
9694	2
9695	2
9697	2
9698	2
9699	2
9700	2
9701	2
9702	2
9703	2
9704	2
9705	2
9706	2
9707	2
9708	2
9710	2
9711	2
9712	2
9713	2
9714	2
9715	2
9717	2
9718	2
9719	2
9720	2
9721	2
9722	2
9723	2
9724	2
9725	2
9726	2
9727	2
9728	2
9729	2
9730	2
9731	2
9732	2
9733	2
9734	2
9735	2
9737	2
9738	2
9740	2
9741	2
9743	2
9744	3
9746	2
9747	2
9748	2
9749	2
9750	2
9751	2
9753	2
9754	3
9755	2
9756	2
9757	2
9758	2
9759	2
9760	2
9761	2
9762	3
9763	3
9764	2
9765	2
9766	2
9767	2
9768	2
9769	2
9770	3
9771	3
9772	3
9773	2
9774	2
9775	2
9776	2
9777	2
9778	3
9779	3
9780	3
9781	2
9782	2
9783	2
9785	2
9786	2
9787	2
9788	2
9789	2
9791	2
9792	2
9793	3
9794	3
9795	3
9796	3
9797	2
9798	2
9799	2
9800	2
9801	2
9802	3
9803	3
9804	2
9805	2
9806	2
9807	2
9808	3
9809	3
9810	3
9811	3
9812	3
9813	2
9814	2
9815	2
9816	2
9817	3
9818	3
9819	3
9820	3
9821	3
9822	3
9823	3
9824	3
9825	3
9826	3
9827	3
9828	3
9829	3
9830	3
9831	3
9832	3
9834	3
9835	3
9836	3
9837	2
9838	1
9839	1
9840	1
9841	1
9843	1
9844	1
9845	1
9846	1
9847	1
9848	1
9849	1
9850	1
9851	1
9852	2
9853	1
9854	2
9855	2
9856	2
9857	2
9859	2
9861	2
9862	2
9863	1
9864	2
9865	1
9866	1
9867	1
9868	1
9869	1
9870	1
9871	1
9873	1
9874	1
9875	2
9877	2
9878	2
9879	2
9880	2
9881	2
9882	1
9883	1
9884	1
9885	1
9886	2
9887	2
9888	2
9889	2
9890	2
9891	2
9892	2
9893	2
9894	2
9895	2
9896	2
9897	2
9898	2
9899	2
9900	2
9901	2
9902	1
9903	2
9904	2
9905	2
9906	2
9907	2
9909	2
9910	2
9911	2
9912	2
9913	2
9914	2
9915	2
9916	2
9917	2
9919	2
9920	2
9921	2
9922	2
9923	1
9924	1
9925	2
9926	2
9927	2
9928	2
9929	2
9930	2
9931	2
9932	1
9933	2
9934	1
9935	2
9936	2
9937	2
9939	2
9940	2
9941	3
9942	3
9943	3
9944	1
9945	1
9946	2
9947	2
9948	2
9949	2
9950	2
9951	3
9952	3
9954	3
9955	2
9956	3
9957	3
9958	3
9959	3
9960	3
9962	3
9963	3
9964	3
9965	3
9966	3
9967	3
9968	3
9969	3
9970	2
9971	3
9972	3
9973	3
9974	2
9976	2
9977	3
9978	3
9979	3
9980	3
9981	3
9982	3
9983	3
9984	3
9985	3
9986	3
9987	3
9988	3
9989	3
9990	3
9991	3
9992	3
9993	3
9995	3
9996	3
9997	3
9998	3
9999	3
10000	3
10001	3
10002	3
10003	3
10004	3
10005	3
10006	3
10007	3
10008	3
10009	3
10010	3
10011	3
10012	3
10013	3
10014	3
10015	3
10016	3
10017	3
10018	3
10019	3
10020	3
10021	3
10022	3
10023	3
10024	3
10025	3
10026	3
10027	3
10028	3
10029	3
10030	3
10031	3
10032	3
10033	3
10034	3
10035	3
10036	3
10037	3
10038	3
10039	1
10040	1
10041	1
10042	1
10043	1
10044	1
10045	1
10046	1
10047	3
10048	3
10049	3
10050	3
10051	3
10052	3
10053	3
10054	3
10055	3
10056	3
10057	3
10059	3
10060	3
10061	3
10062	3
10063	3
10065	3
10066	3
10068	3
10069	3
10071	3
10072	3
10073	3
10074	3
10075	3
10076	3
10077	3
10078	3
10079	3
10080	3
10081	1
10082	1
10083	1
10084	1
10085	1
10086	1
10087	1
10088	1
10089	1
10090	1
10091	1
10092	1
10094	1
10095	1
10096	2
10097	2
10098	1
10099	1
10100	1
10101	1
10102	2
10103	2
10104	1
10105	2
10106	1
10107	2
10108	2
10109	2
10110	2
10111	2
10112	2
10113	2
10114	2
10115	2
10116	2
10117	2
10118	2
10119	2
10120	2
10121	2
10122	2
10123	2
10124	2
10125	2
10126	2
10127	3
10128	2
10129	3
10130	3
10131	3
10132	2
10133	2
10134	2
10135	2
10136	2
10137	2
10138	2
10139	2
10140	2
10141	2
10142	2
10143	2
10144	2
10145	2
10146	2
10147	2
10148	2
10149	2
10150	2
10151	2
10152	2
10153	2
10154	2
10155	2
10156	2
10157	2
10158	2
10159	2
10160	2
10161	2
10162	2
10163	2
10164	2
10165	2
10166	2
10167	2
10168	2
10169	2
10170	2
10171	2
10172	2
10173	2
10174	2
10175	2
10176	2
10177	3
10178	3
10179	3
10180	1
10181	1
10182	1
10183	1
10184	2
10185	2
10186	2
10187	3
10188	3
10189	2
10190	2
10191	2
10192	2
10193	2
10194	2
10195	2
10196	3
10197	3
10198	3
10199	1
10201	1
10202	1
10203	1
10204	1
10205	2
10206	2
10207	2
10208	2
10209	2
10210	2
10211	1
10481	1
10483	1
10484	1
10487	1
10533	1
10718	1
10719	1
10720	1
10723	1
10739	1
10749	1
10757	1
10758	1
10766	1
10772	1
10798	1
10816	1
10825	1
10832	1
10834	1
10837	1
11022	1
11023	1
11047	1
11068	1
11073	1
11074	1
11095	1
11096	1
11097	1
11098	1
11100	1
11101	1
11102	1
11104	1
11105	1
11106	1
11107	1
11108	1
11115	1
11120	1
11121	1
11122	1
11123	1
11127	1
11128	1
11129	1
11130	1
11131	1
11132	1
11133	1
11229	1
11230	1
12055	1
12077	1
12078	1
12079	1
12080	1
12082	1
12084	1
12085	1
12086	1
12103	1
12117	1
12120	1
12282	2
12285	1
12349	1
12351	1
12352	2
12353	1
12354	1
12355	1
12356	2
12758	1
12830	1
12831	1
12832	1
12833	1
12834	1
12835	1
12836	1
12837	1
12838	1
12839	1
12840	1
12841	1
12842	1
12843	1
12844	1
12846	1
12847	1
13188	1
13189	1
13212	1
13213	1
13214	1
13215	1
13216	1
13217	1
13218	1
13219	1
13221	1
13222	1
13223	1
13224	1
13225	1
13226	1
13227	1
13229	1
13230	1
13231	1
13232	3
13233	3
13234	3
13235	3
13236	3
13237	3
13238	3
13239	3
13240	3
13242	3
13243	3
13244	3
13245	3
13246	3
13249	3
13250	3
13251	3
13252	3
13253	3
13254	3
13255	3
13256	3
13257	3
13258	3
13310	1
13311	1
13312	1
13313	1
13314	1
13315	1
13325	1
13414	3
13416	1
13417	1
13418	1
13419	1
13420	1
13421	1
13494	3
13495	3
13574	3
13584	3
13585	3
14059	1
14060	1
14061	1
14062	1
14063	1
14064	1
14065	1
14066	1
14067	1
14068	1
14069	1
14070	1
14172	1
14173	1
14656	1
14658	1
14659	1
14661	1
14664	1
14665	1
14666	1
14667	1
14669	1
14671	1
14913	3
14914	3
14920	1
16430	2
16442	2
16613	2
16615	2
16631	3
16632	3
16633	3
16634	3
16664	3
16665	3
16666	3
16667	3
16668	3
16669	3
16670	3
16671	3
16694	3
16695	3
16696	3
16699	3
16700	3
16701	3
16794	3
16795	3
16796	3
16797	3
16799	3
16800	3
16801	3
16802	3
16803	3
16804	3
16810	3
16811	3
16844	3
16845	3
16984	3
16988	1
16989	1
16990	1
16994	1
16995	1
16996	1
16997	1
16998	1
16999	1
17000	1
17001	1
17002	1
17003	3
17004	3
17005	3
17006	3
17007	3
17008	3
17009	2
17010	2
17011	2
17013	2
17014	2
17015	3
17016	3
17017	1
17018	1
17020	1
17021	2
17022	2
17023	1
17027	2
17028	2
17043	1
17050	1
17181	3
17254	3
17268	1
17270	1
17280	3
64715	3
64751	2
64752	2
68076	3
69616	1
69622	1
70330	2
72127	2
73054	2
73546	1
