512	3	109.223913
513	3	129.668254
514	2	133.572478
516	2	47.649608
593	3	96.553539
594	3	43.877974
595	2	22.672782
596	3	18.506417
597	3	35.300203
598	3	21.037306
599	2	23.738966
600	2	33.958927
601	2	26.859787
602	2	19.596798
691	1	77.024545
694	2	102.524353
737	3	15.928455
738	1	73.631151
739	2	26.519531
740	2	12.320313
741	2	190.492467
742	2	112.744266
743	2	264.578317
744	2	109.977212
745	1	121.183085
746	2	116.814769
747	2	103.772864
749	2	22.310059
750	2	71.598962
751	2	102.831694
752	2	199.500811
753	4	10.620839
754	4	10.536194
755	2	163.274449
756	2	156.952075
757	2	127.965735
758	2	137.091270
759	2	145.306658
760	2	140.320832
761	2	152.689080
762	2	37.752076
763	4	9.634682
764	4	15.775749
765	2	18.341327
766	4	9.930209
767	2	18.210128
768	4	98.528671
769	4	99.019278
803	3	73.025389
980	3	15.475547
981	2	23.799363
982	3	23.914380
983	4	13.212406
989	1	42.801613
990	2	25.738087
991	2	9.350743
992	4	11.850832
993	2	12.363324
994	2	10.238232
995	3	13.004003
996	3	11.612558
997	4	11.456050
998	3	11.694383
999	3	10.849455
1000	4	11.970676
1001	4	10.358922
1002	4	9.550101
1003	6	10.436571
1004	6	19.379222
1005	2	17.247477
1006	3	13.286908
1008	3	10.110832
1009	2	14.460761
1010	2	11.709945
1011	6	20.044629
1012	2	51.476055
1013	2	31.779325
1014	4	6.465698
1015	3	6.050781
1016	4	9.445227
1017	4	11.413877
1018	2	9.599422
1019	3	26.202516
1020	2	27.425191
1021	5	18.119761
1022	3	40.693287
1023	2	55.604567
1024	4	21.839888
1025	5	31.417617
1026	2	33.692910
1027	3	19.481322
1028	3	9.052457
1029	2	8.345291
1030	5	11.542639
1031	5	9.035695
1032	4	6.403340
1033	3	8.134671
1034	2	8.409961
1035	3	7.804346
1036	3	8.716402
1037	4	13.557951
1038	4	12.485136
1039	1	6.326031
1040	5	11.621502
1041	4	7.724530
1042	2	6.056829
1043	2	6.212466
1044	4	11.328516
1045	3	8.685681
1046	3	46.196066
1047	3	30.081463
1048	2	13.122768
1049	2	12.544523
1050	3	6.243808
1051	4	6.604734
1052	3	8.589034
1053	1	16.051450
1054	3	10.030199
1055	3	36.977398
1056	3	19.377401
1057	4	10.497169
1058	3	10.503584
1136	1	17.831562
1167	1	46.812706
1208	1	23.761745
1217	1	36.301992
1236	1	92.785720
1237	2	15.277931
1238	4	44.759606
1258	1	113.519531
1259	2	56.944795
1260	3	62.644037
1297	1	43.415400
1298	1	13.750007
1323	1	158.509930
1324	1	158.852435
1325	1	158.852735
1326	1	158.510469
1327	1	158.852859
1328	1	158.510442
1329	1	150.527760
1330	1	150.266390
1353	1	51.338811
1373	1	97.172988
1499	1	131.904076
1500	1	154.648569
1513	1	107.951943
1557	1	110.985892
1706	1	32.258575
1707	1	108.518126
1751	2	25.130270
1764	3	68.910566
1766	3	63.739653
1787	3	59.331975
1788	3	61.152046
1813	3	15.482164
1814	3	22.426438
1815	2	30.877630
1970	3	14.247669
1971	4	26.627741
1972	4	13.939595
1973	4	28.709211
1974	4	10.691382
1975	4	17.641773
1976	2	137.980469
1977	2	138.479492
1978	4	14.865990
1987	4	35.748047
1989	4	112.148438
1990	4	33.757813
1992	4	18.447266
1993	4	77.135368
2012	2	36.761777
2013	2	124.782035
2014	2	89.208112
2021	3	101.055957
2023	3	103.523757
2024	2	155.907965
2034	2	89.734493
2035	1	35.805211
2038	1	94.666915
2041	4	21.008789
2042	3	94.709961
2043	3	50.549805
2044	3	104.479492
2078	2	45.599541
2106	1	110.735352
2135	3	47.809570
2136	3	101.250000
2137	2	109.219727
2144	2	34.989258
2145	2	21.628906
2146	4	82.809570
2148	4	109.369141
2171	1	27.882997
2176	1	91.265422
2177	1	99.164554
2196	1	141.715088
2211	1	89.066376
2326	2	91.819251
2487	2	8.017135
2513	2	110.583008
2515	3	108.102409
2525	2	105.485352
2532	2	44.081055
2534	2	40.668945
2560	2	52.673147
2561	4	47.045900
2645	2	100.314519
2646	2	104.840820
2647	2	105.865993
2696	4	37.846207
2716	4	92.771046
2747	2	153.369159
2748	3	8.227309
2749	3	8.926977
3121	2	10.801329
3122	3	135.600171
3123	3	128.755825
3124	2	121.231559
3125	5	18.128668
3126	3	23.689904
3127	3	16.964100
3128	3	17.453701
3136	2	55.872317
3141	2	69.599471
3144	3	61.916024
3171	3	73.988532
3191	4	14.951172
3205	3	35.531604
6939	2	104.417968
6940	2	110.571374
6945	1	95.164549
6974	5	92.374021
7193	1	91.089355
7250	2	75.648522
7269	2	75.307057
7270	2	98.440809
7286	2	117.445572
7287	2	98.144656
7312	2	91.422284
7313	2	169.428571
7336	2	160.493726
7596	3	126.138288
7629	3	118.523959
7807	3	84.533713
7808	3	114.379883
8144	6	71.272341
8145	6	106.491211
8197	2	37.659672
8198	5	86.441141
8201	4	12.998754
8202	4	8.600561
8241	4	104.174804
8242	3	101.379883
8243	3	100.559570
8244	2	99.449219
8245	2	97.490234
8246	2	97.230469
8247	2	102.770508
8248	2	101.660156
8249	2	105.281250
8250	2	106.262858
8251	2	100.000000
8252	2	96.110352
8253	2	97.219727
8254	2	109.015627
8255	2	111.669765
8256	2	91.269531
8257	2	109.541016
8258	2	82.889648
8259	2	105.270508
8260	2	73.329041
8261	2	116.669922
8262	2	107.779785
8263	2	36.245076
8264	2	108.339844
8265	2	104.866222
8266	2	107.229980
8267	2	111.110352
8268	2	110.279785
8269	2	95.000000
8270	2	115.000000
8271	2	112.229851
8272	3	199.833139
8273	2	110.519531
8274	2	110.836914
8275	2	81.118374
8276	2	59.371094
8277	2	233.889648
8278	2	93.060547
8279	3	96.109863
8280	3	99.450195
8281	3	14.175990
8282	2	56.394472
8283	2	111.695250
8284	2	173.335364
8285	3	104.439453
8286	3	104.906738
8292	2	100.549805
8293	2	73.116325
8294	2	105.408203
8295	2	100.830078
8296	2	104.859375
8297	2	115.641602
8298	2	96.669922
8299	2	103.329590
8300	2	106.120924
8301	2	107.134817
8302	2	158.062500
8313	4	107.770508
8316	1	111.229397
8319	4	108.050200
8322	4	112.101983
8325	3	106.110352
8326	3	103.895523
8338	6	18.683581
8342	2	174.541410
8343	2	152.917556
8344	2	15.519192
8345	2	100.632591
8346	2	160.902934
8348	5	201.831532
8349	2	28.329749
8350	5	31.753175
8352	3	50.574952
8353	3	19.339885
8354	3	12.760905
8355	3	40.119805
8356	3	103.852482
8357	3	53.850725
8358	3	77.311758
8359	3	44.729577
8428	3	123.248087
8430	3	115.337131
8433	4	69.920251
8435	4	23.660156
8436	4	108.059570
8437	4	75.740234
8438	4	15.910156
8439	4	108.439192
8441	2	134.736432
8443	2	130.700686
8445	2	54.485992
8447	2	57.583132
8448	2	24.504997
8449	2	20.850560
8450	2	83.354417
8452	2	90.946831
8454	2	62.772456
8455	2	60.485643
8456	3	64.704998
8457	2	65.691300
8458	2	27.373798
8459	2	27.958465
8460	4	61.503670
8462	2	64.608214
8464	3	64.339186
8465	3	87.983734
8466	5	183.074574
8468	4	28.660506
8469	5	124.913163
8471	3	6.762375
8472	3	41.055083
8473	3	58.271790
8475	4	54.820313
8476	3	18.505083
8477	3	149.701580
8479	3	33.969727
8481	3	30.292870
8482	3	55.260742
8483	3	80.138352
8485	3	45.305953
8486	4	60.625266
8487	3	56.231484
8489	2	39.248727
8490	2	59.870117
8491	2	59.149414
8492	2	23.005128
8494	2	39.045024
8497	2	88.618652
8498	2	9.535197
8499	2	100.606445
8520	1	109.352723
8521	2	14.863771
8597	2	19.354467
8598	2	18.931235
8622	3	36.150391
8623	2	27.010742
8625	3	35.690203
8627	3	35.269057
8679	2	72.417560
8681	3	20.589844
8707	2	31.170043
8708	2	6.090872
8710	3	116.093654
8711	1	88.451172
8756	3	29.492709
8764	2	6.121094
8765	3	36.613262
8769	3	21.471562
8770	2	72.092344
8773	3	85.622498
8774	2	51.780273
8778	2	22.584156
8779	3	12.300152
8780	2	39.344961
8781	2	59.898658
8782	2	11.168461
8784	3	16.988771
8785	2	10.820312
8805	2	36.371630
8810	2	24.012784
8878	2	23.072908
8880	2	22.959657
8888	2	32.208008
8889	2	94.150391
8900	3	106.277351
8906	3	65.729492
8907	2	64.198504
8946	2	73.376912
9019	1	25.029716
9026	2	53.396972
9029	1	40.024973
9035	1	40.805140
9050	5	22.215032
9054	1	32.836227
9055	1	63.937829
9059	5	31.336982
9071	1	28.563662
9072	3	27.661579
9073	1	171.557547
9284	2	32.271798
9285	2	26.788838
9288	2	101.491211
9289	3	109.732422
9290	2	105.312499
9291	3	69.053222
9292	2	106.614257
9293	4	104.593750
9294	4	105.853516
9296	4	103.382812
9297	3	108.075195
9298	3	113.622138
9299	2	106.008789
9300	3	105.316406
9301	3	106.488281
9302	3	108.275391
9303	3	106.458008
9304	2	107.330078
9305	2	110.174805
9306	2	141.722656
9307	1	241.371093
9308	2	105.333008
9309	2	115.822266
9310	2	108.451172
9311	2	110.421875
9312	2	109.252930
9313	2	108.232422
9314	2	89.860352
9315	2	111.152344
9316	2	103.454102
9317	2	105.534178
9318	3	144.430664
9319	3	159.980469
9320	3	119.490234
9321	2	38.758722
9322	4	98.289589
9323	4	108.669922
9324	4	111.166064
9325	3	46.539588
9326	3	105.503905
9327	3	108.517578
9328	3	51.709911
9329	2	114.726563
9330	2	110.415039
9331	2	109.192383
9332	2	107.257812
9333	2	105.305664
9334	2	104.476562
9335	2	103.598633
9336	3	109.143555
9337	3	110.714844
9338	3	100.836915
9339	3	109.202148
9340	4	106.617187
9341	4	107.969727
9342	2	148.605468
9343	2	152.776367
9344	3	127.158203
9345	2	110.628906
9346	1	102.119140
9347	1	103.426759
9348	1	91.005859
9349	1	86.560547
9350	1	103.058594
9351	1	108.034180
9352	1	105.117188
9353	1	121.439453
9354	1	104.644531
9355	1	103.541992
9356	3	108.869141
9358	3	108.686523
9359	3	108.370117
9360	3	107.794922
9361	4	106.348633
9362	4	104.246094
9364	4	108.276367
9365	4	106.991211
9366	4	107.345703
9367	4	105.841797
9368	4	150.078614
9369	4	146.212891
9370	4	128.099609
9371	4	105.496094
9372	4	101.604492
9374	4	106.550781
9375	4	107.878906
9376	4	38.417247
9377	4	91.376530
9378	4	107.889648
9379	4	111.506836
9380	4	106.904297
9381	4	124.381836
9382	4	99.671875
9383	4	102.675781
9384	2	102.820313
9385	2	118.352539
9386	2	115.119141
9387	2	116.182617
9388	2	115.582031
9389	2	102.371579
9390	3	105.507812
9391	3	106.676758
9392	4	108.476563
9393	4	110.528320
9395	4	108.497070
9396	4	108.239258
9397	4	108.126953
9398	4	155.561523
9399	4	132.568359
9401	4	134.714844
9402	4	108.375977
9403	4	109.408203
9404	4	107.354492
9405	4	107.717773
9407	4	101.995117
9408	4	104.898437
9409	4	31.032948
9410	4	108.410237
9411	4	108.224609
9412	5	107.182052
9413	4	114.890625
9414	4	112.454102
9416	4	112.638672
9417	4	113.132812
9418	4	113.208495
9419	4	108.751953
9420	4	112.593750
9421	4	106.060547
9422	7	105.860352
9424	6	109.815919
9425	7	58.136719
9426	6	62.921479
9427	6	155.025690
9429	6	127.634766
9430	6	138.522461
9431	6	104.279297
9432	6	106.092773
9433	6	106.869141
9434	6	98.836914
9436	6	92.523438
9437	6	100.151367
9438	6	108.561019
9440	6	108.099609
9441	6	47.146717
9442	2	106.000000
9443	2	109.046875
9444	2	107.103516
9445	2	106.377930
9446	2	107.915039
9447	2	106.288086
9448	3	112.349609
9449	3	105.639160
9450	3	102.540039
9451	3	104.401367
9452	3	104.606445
9453	3	107.836914
9454	3	158.518555
9455	3	121.689301
9456	3	137.052734
9457	3	110.198242
9458	3	109.773437
9459	3	110.223633
9460	3	108.644531
9461	3	100.223377
9462	2	99.054688
9463	2	102.501953
9464	3	106.713867
9465	3	100.336914
9466	3	103.234375
9467	3	110.344727
9468	2	113.374023
9469	2	112.528320
9470	2	111.976562
9471	2	101.270508
9472	2	116.225586
9473	2	111.533203
9474	2	111.873047
9475	2	110.224934
9476	2	113.279136
9477	2	109.284818
